12/09/2016,5493105.35
08/03/2012,5237359.75
10/09/2010,4394396.21
09/06/2011,2060320.72
12/20/2015,4769755.05
11/16/2016,5677588.92
01/22/2015,2478477.43
09/29/2011,5913563.53
06/21/2014,3811556.45
08/26/2012,6802832.16
11/01/2010,4188891.37
07/24/2013,2985760.02
04/29/2010,4390678.38
12/17/2013,5066597.68
07/27/2015,4387800.40
02/22/2012,4230775.51
01/30/2012,5496605.37
04/06/2010,4599828.92
08/16/2013,5787062.23
02/01/2014,2400817.33
11/27/2015,3724877.36
10/22/2011,4194622.41
06/11/2015,1638362.69
03/16/2012,3333798.13
11/14/2011,4890027.67
09/08/2013,2831578.53
11/04/2015,3314668.04
07/04/2015,3799832.88
01/09/2014,788011.74
09/12/2011,3849143.82
12/03/2016,6482680.79
06/04/2014,4046654.01
05/18/2012,7097757.59
05/02/2015,2313599.02
04/15/2013,5078515.77
01/06/2016,3660514.68
02/18/2014,5517742.35
03/19/2017,6182576.71
01/16/2015,3377124.93
05/29/2011,3855735.19
07/30/2013,4361845.76
07/01/2010,4803071.86
04/21/2016,2301383.11
11/18/2010,5051457.29
06/17/2015,1662101.15
03/14/2010,5585038.69
04/02/2012,4103227.14
02/28/2013,2914274.76
10/05/2012,4445262.22
05/16/2010,4640086.46
11/08/2011,3188866.89
04/13/2011,5048943.38
01/19/2013,5080510.61
08/29/2014,3292878.11
02/05/2010,6491683.48
12/23/2013,3278106.72
09/25/2013,4558544.46
07/16/2016,8757508.65
09/25/2015,8052254.37
12/24/2011,4621848.64
08/13/2015,6590972.10
03/04/2011,2206864.85
02/05/2012,7132326.75
11/10/2013,5596380.16
03/20/2010,3715167.88
02/21/2016,5753030.16
07/14/2014,3584854.89
03/06/2013,2583602.48
11/24/2010,2255953.22
10/24/2016,5259608.13
07/28/2011,3758115.18
11/07/2013,4300575.65
10/11/2012,3476375.12
05/31/2016,5417475.85
12/07/2014,6039690.89
04/05/2014,3645444.39
09/28/2015,5989127.37
06/14/2013,5879211.94
04/19/2011,4359191.37
12/21/2011,3478325.74
12/31/2010,3507865.58
06/15/2011,3252895.01
02/02/2010,5754533.49
05/12/2012,4604569.59
01/10/2010,2534380.42
02/15/2016,4038600.21
09/02/2010,5654953.37
03/20/2015,5128075.21
04/25/2014,6870252.04
05/25/2013,4239215.91
01/15/2017,2584967.92
06/04/2012,4035354.87
04/15/2015,3838643.42
02/07/2017,4262817.12
08/10/2010,2456206.04
08/23/2014,5155565.16
06/07/2014,3475100.22
04/12/2013,5223568.41
02/05/2015,2539097.13
11/20/2012,6723356.16
09/15/2014,4157817.49
07/11/2011,5117945.20
03/09/2016,1815405.35
10/28/2014,7835168.24
05/05/2013,4044939.37
05/15/2014,4125698.26
01/02/2013,4163501.23
06/24/2012,6007611.69
12/13/2012,5836841.44
07/30/2016,4228467.79
10/05/2014,3488581.27
05/03/2011,2363485.38
07/17/2012,5637499.73
01/23/2011,3244005.73
12/26/2016,5684721.42
08/25/2016,3016526.60
09/22/2010,3912216.05
03/03/2015,2824183.10
10/31/2012,4710233.93
06/21/2011,5178225.18
02/25/2012,4300266.71
03/13/2014,2659022.27
07/07/2013,3874802.08
07/24/2015,3629664.74
03/29/2016,2115306.34
11/17/2014,2725187.49
01/16/2010,8211852.17
06/27/2014,3886438.48
03/23/2013,6251668.35
12/14/2015,7521655.26
08/03/2014,3776745.30
04/11/2017,2048627.15
08/05/2016,3859088.24
02/12/2011,4927173.32
06/08/2010,5283006.96
11/27/2013,4112447.14
10/07/2016,5204038.15
10/21/2013,2712053.11
12/11/2010,3755434.41
02/27/2017,4463897.03
06/23/2016,6256247.82
07/21/2010,4933777.25
03/27/2011,6279677.91
12/01/2011,1255823.89
10/18/2015,1898045.06
07/05/2011,4661935.29
12/27/2012,7714423.61
02/22/2010,3940479.33
01/26/2016,4502317.53
02/01/2016,3002301.09
08/17/2011,2974695.01
01/13/2012,3705936.96
09/05/2015,5970744.09
12/30/2014,5199776.38
09/18/2012,2568580.49
10/29/2010,5486749.07
04/09/2015,4426778.42
10/15/2013,7681117.03
10/01/2016,3121557.06
04/22/2012,3340780.01
03/24/2011,6041017.84
04/26/2010,4822171.85
02/19/2012,3614880.12
05/19/2010,3847086.95
02/08/2013,4527167.34
06/03/2016,6851102.79
01/06/2014,4910067.98
03/13/2012,5305024.34
07/07/2015,5375817.63
04/16/2011,1914372.33
05/11/2016,2937134.23
08/19/2013,4308187.10
04/08/2017,1973594.77
05/09/2011,4835824.88
11/24/2015,6662972.68
06/14/2015,5789076.30
01/29/2014,4511609.75
12/27/2014,7130527.69
03/03/2013,4146342.52
07/17/2014,5447233.35
06/11/2010,2580275.87
04/05/2012,4855720.74
10/21/2016,7287247.40
09/21/2012,5625191.27
12/17/2015,4652928.18
04/28/2012,3898599.31
11/04/2010,8234115.34
03/16/2017,5494895.00
04/18/2016,8201017.76
05/22/2015,8883228.50
11/13/2016,4047657.02
03/26/2013,2916837.52
10/02/2011,3316810.95
02/21/2014,6393572.14
07/27/2013,8053045.77
08/29/2012,6335083.99
06/24/2014,5882101.74
01/19/2015,3153259.14
12/06/2016,4176812.25
06/01/2014,3835268.20
08/06/2012,2775039.22
02/11/2015,5194312.82
10/12/2010,4473996.44
12/29/2016,6252802.99
07/14/2012,4069302.89
09/19/2010,3658355.73
10/19/2011,3636108.16
08/13/2013,3937689.05
11/30/2015,3412362.22
08/27/2010,2538121.46
04/03/2010,4640676.15
09/26/2011,2383695.31
08/26/2014,6929898.17
09/28/2013,6608349.52
01/22/2013,6604365.31
09/11/2016,5605916.23
12/20/2013,3828319.37
11/11/2011,7221201.82
11/07/2015,3094388.12
10/08/2012,3438301.38
07/01/2015,3701655.63
12/10/2014,4474079.87
11/04/2013,4705280.03
03/17/2010,4792612.53
12/07/2012,766932.64
10/25/2014,4461335.37
07/13/2016,4422028.31
08/16/2015,8088773.99
02/02/2012,4244991.94
03/07/2011,8028991.41
09/22/2015,5040757.14
05/15/2012,5415074.87
04/29/2015,3093058.09
01/09/2016,3163005.07
09/09/2011,1822740.23
05/05/2015,3798454.77
06/17/2013,8090877.21
02/04/2017,6719914.52
06/11/2013,4619665.82
08/13/2010,6187559.98
12/18/2011,3664590.26
04/02/2014,2355989.50
11/21/2010,7419705.54
10/27/2016,3449318.46
06/28/2010,3324123.39
03/22/2017,2680283.79
03/02/2017,4934363.77
07/18/2010,8342434.05
11/28/2011,4199424.71
06/25/2010,3627729.09
01/12/2017,4289645.30
04/22/2014,2430025.25
07/31/2011,7163548.30
02/18/2016,3628683.87
03/23/2015,4917114.74
06/27/2012,4589324.23
05/28/2013,3364600.03
05/02/2013,6246512.90
03/12/2016,5375590.41
07/08/2011,5241299.51
03/30/2014,6078275.25
01/03/2011,4572147.99
09/14/2016,2812062.62
11/20/2014,1299162.75
